index,event_annotation_id,event_id,argtext,Text,Important,Goal_Test,annotator_ID,Goal_Test_2,Final_Goal_Test
1953,7580,961,eastern coast,,,important,0,,of
1954,7581,961,Kamchatka Peninsula,,,important,0,,
1955,7589,962,An Indonesian military helicopter crash,,,important,0,An Indonesian military helicopter crash shortly after takeoff, shortly after 
1956,7590,962,takeoff,,,important,0,,
1957,7597,963,A retired Pennsylvania state troopers,,,important,0,A retired Pennsylvania state troopers attempted robbery, attempted 
1958,7598,963,robbery,,,important,0,,
1959,7610,964,Benins election,,,important,0,Benins election begins with current President Thomas Boni Yayi, begins with 
1960,7611,964,current President Thomas Boni Yayi,,,important,0,,
1961,7613,965,Voters,,,important,0,Voters in Cape Verde, in 
1962,7614,965,Cape Verde,,,important,0,,
1963,7626,966,The recent crackdown,,,important,0,The recent crackdown on political activists and media, on 
1964,7627,966,political activists and media,,,important,0,,
1965,7633,967,An election,,,important,0,An election held in laos, held in 
1966,7637,967,laos,,,important,0,,
1967,7639,968,A runoff election,,,important,0,A runoff election begins in Niger, begins in 
1968,7640,968,Niger,,,important,0,,
1969,7646,969,presidential debates,,,important,0,presidential debates held in Cebu City, held in 
1970,7647,969,Cebu City,,,important,0,,
1971,7652,970,current President Denis Sassou Nguesso,,,important,0,current President Denis Sassou Nguesso expected to extend his 32 year rule, expected to extend 
1972,7653,970,his 32 year rule,,,important,0,,
1973,7663,971,Senegals referendum,,,important,0,Senegals referendum calls for a strengthened National Assembly, calls for 
1974,7664,971,a strengthened National Assembly,,,important,0,,
1975,7678,972,Tanzanias general election,,,important,0,Tanzanias general election in 2015, in 
1976,7679,972,2015,,,important,0,,
1977,7681,973,A man,,,important,0,A man detonates a grenade, detonates 
1978,7682,973,a grenade,,,important,0,,
1979,7687,974,Gunmen,,,important,0,Gunmen attack a European Union military training operation, attack 
1980,7688,974,a European Union military training operation,,,important,0,,
1981,7699,975,European Union,,,important,0,European Union have halted their investigation, have halted 
1982,7700,975,their investigation,,,important,0,,
1983,7709,976,Northkorea,,,important,0,Northkorea launched five shortrange missiles, launched 
1984,7710,976,five shortrange missiles,,,important,0,,
1985,7717,977,New Zealand Prime Minister John Key,,,important,0,New Zealand Prime Minister John Key settles a defamation case, settles 
1986,7718,977,a defamation case,,,important,0,,
1987,7725,978,The International Criminal Court,,,important,0,The International Criminal Court finds exVice President, finds 
1988,7726,978,exVice President,,,important,0,,
1989,7736,979,Myanmars,,,important,0,Myanmars eliminate fifteen government ministries, eliminate 
1990,7740,979,fifteen government ministries,,,important,0,,
1991,7749,980,Two possiblytwin nearEarth objects,,,important,0,Two possiblytwin nearEarth objects will safely pass by Earth, will safely pass by 
1992,7751,980,Earth,,,important,0,,
1993,7754,981,Three explosions,,,important,0,Three explosions in Brussels Airport, in 
1994,7755,981,Brussels Airport,,,important,0,,
1995,7767,982,Airstrikes,,,important,0,Airstrikes near Yemeni, near 
1996,7768,982,Yemeni,,,important,0,,
1997,7772,983,German tax authorities,,,important,0,German tax authorities are investigating Citigroup, are investigating 
1998,7773,983,Citigroup,,,important,0,,
1999,7781,984,Warner Bros.,,,important,0,Warner Bros. cancels red carpet, cancels 
2000,7782,984,red carpet,,,important,0,,
2001,7789,985,US Secretary,,,important,0,US Secretary of State John Kerry, of 
2002,7790,985,State John Kerry,,,important,0,,
2003,7798,986,Finland and Russia,,,important,0,Finland and Russia agree to impose temporary restrictions, agree to impose 
2004,7799,986,temporary restrictions,,,important,0,,
2005,7807,987,State John kerry,,,important,0,State John kerry leaves for Moscow, leaves for 
2006,7808,987,Moscow,,,important,0,,
2007,7826,988,two Russian journalists,,,important,0,two Russian journalists killing civilians, killing 
2008,7827,988,civilians,,,important,0,,
2009,7837,989,A federal judge,,,important,0,A federal judge postpones hearing at governments request, postpones hearing at 
2010,7839,989,governments request,,,important,0,,
2011,7846,990,a 62 ruling,,,important,0,a 62 ruling written by Justice Anthony Kennedy, written by 
2012,7847,990,Justice Anthony Kennedy,,,important,0,,
2013,7856,991,Voters,,,important,0,Voters in US states, in 
2014,7857,991,US states,,,important,0,,
2015,7868,992,liposarcoma,,,important,0,liposarcoma was first diagnosed in midst of his 2014 bid,was first diagnosed in
2016,7871,992,midst,,,important,0,,of
2017,7872,992,his 2014 bid,,,important,0,,
2018,7876,993,Brazil President Dilma rousseff,,,important,0,Brazil President Dilma rousseff will not resign under any circumstances, will not resign under 
2019,7878,993,any circumstances,,,important,0,,
2020,7894,994,At least 50 militants,,,important,0,At least 50 militants killed in a US air strike, killed in 
2021,7895,994,a US air strike,,,important,0,,
2022,7898,995,Passengers,,,important,0,Passengers evacuated from south domestic terminal, evacuated from 
2023,7899,995,south domestic terminal,,,important,0,,
2024,7906,996,Nigerien President Mahamadou Issoufou,,,important,0,Nigerien President Mahamadou Issoufou wins reelection, wins 
2025,7907,996,reelection,,,important,0,,
2026,7913,997,Voters,,,important,0,Voters in Senegal, in 
2027,7914,997,Senegal,,,important,0,,
2028,7923,998,Hillary Clinton and Donald Trump,,,important,0,Hillary Clinton and Donald Trump won Democratic and Republican primary, won 
2029,7924,998,Democratic and Republican primary,,,important,0,,
2030,7934,999,an activist hedge fund,,,important,0,an activist hedge fund begins a proxy contest, begins 
2031,7935,999,a proxy contest,,,important,0,,
2032,7941,1000,The Ambassador,,,important,0,The Ambassador in Arabic, in 
2033,7942,1000,Arabic,,,important,0,,
2034,7954,1001,debris,,,important,0,debris recovered this month, recovered 
2035,7955,1001,this month,,,important,0,,
2036,7959,1002,Adam Johnson,,,important,0,Adam Johnson sentenced to six years in prison, sentenced to  in 
2037,7960,1002,six years,,,important,0,,
2038,7961,1002,prison,,,important,0,,
2039,7969,1003,genocide and crimes,,,important,0,genocide and crimes against humanity, against 
2040,7970,1003,humanity,,,important,0,,
2041,7978,1004,Jian Ghomeshi,,,important,0,Jian Ghomeshi acquitted on all charges, acquitted on 
2042,7979,1004,all charges,,,important,0,,
2043,7989,1005,an appeals court,,,important,0,an appeals court upheld a lower courts decision, upheld 
2044,7990,1005,a lower courts decision,,,important,0,,
2045,7997,1006,New Zealanders vote,,,important,0,New Zealanders vote to retain current flag, to retain 
2046,7998,1006,current flag,,,important,0,,
2047,8003,1007,Congo Denis Sassou Nguesso,,,important,0,Congo Denis Sassou Nguesso reelected with 60 percent of vote, reelected with  of vote
2048,8004,1007,60 percent,,,important,0,,
2049,8012,1008,manager Johan Cruyff,,,important,0,manager Johan Cruyff dies from lung cancer, dies from 
2050,8013,1008,lung cancer,,,important,0,,
2051,8016,1009,Six Russian athletes,,,important,0,Six Russian athletes stripped of medals, stripped of 
2052,8017,1009,medals,,,important,0,,
2053,8026,1010,Six suspects,,,important,0,Six suspects arrested in Brussels Schaerbeek district, arrested in 
2054,8027,1010,Brussels Schaerbeek district,,,important,0,,
2055,8036,1011,The Nigerian Army,,,important,0,The Nigerian Army rescued more than 800 hostages, rescued 
2056,8037,1011,more than 800 hostages,,,important,0,,
2057,8043,1012,The Pentagon,,,important,0,The Pentagon announces death, announces death
2058,8048,1013,The Syrian Army and allies,,,important,0,The Syrian and allies make major advances, make 
2059,8049,1013,major advances,,,important,0,,
2060,8054,1014,At least 30 people,,,important,0,At least 30 people killed in a suicide attack, killed in 
2061,8055,1014,a suicide attack,,,important,0,,
2062,8062,1015,At least 22 people,,,important,0,At least 22 people killed three suicide bombings, killed 
2063,8063,1015,three suicide bombings,,,important,0,,
2064,8071,1016,Ukrainian lawyer Yurij grabovsky,,,important,0,Ukrainian lawyer Yurij grabovsky defended two exRussian soliders, defended 
2065,8072,1016,two exRussian soldiers,,,important,0,,
2066,8093,1017,a Canadian Pacific train,,,important,0,a Canadian Pacific train crashed with a propane truck, crashed with 
2067,8094,1017,a propane truck,,,important,0,,
2068,8098,1018,Twelve Portuguese nationals,,,important,0,Twelve Portuguese nationals killed in a headon collision, killed in 
2069,8101,1018,a headon collision,,,important,0,,
2070,8108,1019,An air ambulance helicopter crashes,,,important,0,An air ambulance helicopter crashes in Irans, in 
2071,8109,1019,Irans,,,important,0,,
2072,8115,1020,Russia,,,important,0,Russia deploy stateofthe art missile defense systems, deploy 
2073,8117,1020,stateofthe art missile defense systems,,,important,0,,
2074,8137,1021,similar abortion restrictions,,,important,0,similar abortion restrictions in Texas, in 
2075,8138,1021,Texas,,,important,0,,
2076,8144,1022,Syrian Observatory,,,important,0,Syrian Observatory for Human Rights, for 
2077,8145,1022,Human Rights,,,important,0,,
2078,8149,1023,The Rolling Stones,,,important,0,The Rolling Stones performs in Havana Cuba, performs in 
2079,8150,1023,Havana Cuba,,,important,0,,
2080,8157,1024,The Independent,,,important,0,The independent publishes its last print edition, publishes 
2081,8158,1024,its last print edition,,,important,0,,
2082,8162,1025,Microsoft executives,,,important,0,Microsoft excuetives lining up financing, lining up 
2083,8163,1025,financing,,,important,0,,
2084,8170,1026,a car accident crashes,,,important,0,a car accident crashes in a wooded area, in 
2085,8171,1026,a wooded area,,,important,0,,
2086,8177,1027,Chile,,,important,0,Chile confirms sexually transmitted zika virus, confirms sexually transmitted 
2087,8179,1027,zika virus,,,important,0,,
2088,8192,1028,The US Federal Emergency Management Agency,,,important,0,The US Federal Emergency Management Agency extends federal disaster declaration, extends 
2089,8193,1028,federal disaster declaration,,,important,0,,
2090,8198,1029,The American Journal,,,important,0,The American Journal finds high school athletes, finds 
2091,8200,1029,high school athletes,,,important,0,,
2092,8210,1030,American troops,,,important,0,American troops in Iraq, in 
2093,8211,1030,Iraq,,,important,0,,
2094,8219,1031,Alaska Hawaii and Washington,,,important,0,Alaska Hawaii and Washington gather for Democratic Party caucuses, gather for 
2095,8220,1031,Democratic Party caucuses,,,important,0,,
2096,8224,1032,The Syrian Army,,,important,0,The Syrian Army takes full control of Palmyra, takes  of 
2097,8225,1032,full control,,,important,0,,
2098,8226,1032,Palmyra,,,important,0,,
2099,8231,1033,a Pakistani Taliban faction,,,important,0,a Pakistani Taliban faction kills at least 60 people, kills 
2100,8232,1033,at least 60 people,,,important,0,,
2101,8251,1034,Easter Rising,,,important,0,Easter Rising against British rule, against 
2102,8252,1034,British rule,,,important,0,,
2103,8253,1035,At least twelve Algerian Army soldiers,,,important,0,At least twelve Algerian Army soliders killed in a military helicopter crash,At least twelve Algerian Army soliders killed in 
2104,8254,1035,a military helicopter crash,,,important,0,, killed in 
2105,8260,1036,military chief pledges,,,important,0,military chief pledges to work with new civilian government, to work with 
2106,8261,1036,new civilian government,,,important,0,,
2107,8267,1037,fire explosives,,,important,0,fire explosives at Afghanistans Parliament, at 
2108,8268,1037,Afghanistans Parliament,,,important,0,,
2109,8274,1038,progovernment forces,,,important,0,progovernment forces in Galmudug region of Somalia, in  of 
2110,8275,1038,Galmudug region,,,important,0,,
2111,8276,1038,Somalia,,,important,0,,
2112,8281,1039,Belgian prosecutors,,,important,0,Belgian prosecutors release Faycal C., release 
2113,8282,1039,Faycal C.,,,important,0,,
2114,8291,1040,Pakistan officials,,,important,0,Pakistan officials will launch paramilitary crackdown, will launch 
2115,8293,1040,a paramilitary crackdown,,,important,0,,
2116,8301,1041,13.6 billion cashandstock offer,,,important,0,13.6 billion cashandstock offer by Marriott International, by 
2117,8302,1041,Marriott International,,,important,0,,
2118,8306,1042,The United Kingdoms Met Office,,,important,0,The United Kingdoms Met Office warns of major travel disruption, warns of 
2119,8307,1042,major travel disruption,,,important,0,,
2120,8313,1043,Alaska Airlines,,,important,0,Alaska Airlines cancels 41 flights, cancels 
2121,8314,1043,41 flights,,,important,0,,
2122,8327,1044,a new radar station,,,important,0,a new radar station on Yonaguni, on 
2123,8329,1044,Yonaguni,,,important,0,,
2124,8331,1045,A Saudi coalition,,,important,0,A Saudi coalition traded 109 Yemeni prisoners, traded 
2125,8332,1045,109 Yemeni prisoners,,,important,0,,
2126,8335,1046,A three yearold girl,,,important,0,A three yearold girl decapitated in an apparently random killing, decapitated in 
2127,8336,1046,an apparently random killing,,,important,0,,
2128,8341,1047,Police,,,important,0,Police lift lockdown, lift 
2129,8342,1047,lockdown,,,important,0,,
2130,8356,1048,FBI,,,important,0,FBI has found access data, has found 
2131,8358,1048,access data,,,important,0,,
2132,8361,1049,A US federal district court,,,important,0,A US federal district court in a case, in 
2133,8362,1049,a case,,,important,0,,
2134,8381,1050,Quicken Loans Arena,,,important,0,Quicken Loans Arena revoke its ban, revoke 
2135,8382,1050,its ban,,,important,0,,
2136,8385,1051,The American Civil Liberties Union and Lambda Legal,,,important,0,The American Civil Liberties Union and Lambda Legal file against a new North Carolina law, file against a new North Carolina law
2137,8386,1051,a federal lawsuit,,,important,0,,
2138,8399,1052,Michael Brown,,,important,0,Michael Brown in Ferguson Missouri, in 
2139,8400,1052,Ferguson Missouri,,,important,0,,
2140,8420,1053,Punjab governor Salmaan Taseer,,,important,0,Punjab governer Salmaan Taseer in 2011, in 
2141,8421,1053,2011,,,important,0,,
2142,8428,1054,religious beliefs dont,,,important,0,religious beliefs dont include samesex marriage, include 
2143,8429,1054,samesex marriage,,,important,0,,
2144,8430,1055,New York Governor Andrew Cuomo signs,,,important,0,New York Governor Andrew Cuomo signs an order banning all nonessential travel,  banning 
2145,8431,1055,an order,,,important,0,,
2146,8432,1055,all nonessential travel,,,important,0,,
2147,8447,1056,airport,,,important,0,airport will reopen at less than a quarter capacity, will reopen at 
2148,8448,1056,less than a quarter capacity,,,important,0,,
2149,8451,1057,The US National Labor Relations Board,,,important,0,The US NAtional Labor Relations Board files an official complaint, files 
2150,8452,1057,an official complaint,,,important,0,,
2151,8469,1058,Alaska Airlines,,,important,0,Alaska Airlines cancels additional flights, cancels 
2152,8470,1058,additional flights,,,important,0,,
2153,8474,1059,Seven people,,,important,0,Seven people die in a plane crash, die in 
2154,8475,1059,a plane crash,,,important,0,,
2155,8485,1060,Bagram Airfield,,,important,0,Bagram Airfield in Afghanistan, in 
2156,8486,1060,Afghanistan,,,important,0,,
2157,8490,1061,Terminix,,,important,0,Terminix in US District Court, in 
2158,8491,1061,US District Court,,,important,0,,
2159,8509,1062,argentina,,,important,0,argentina to expand its maritime territory, to expand 
2160,8510,1062,its maritime territory,,,important,0,,
2161,8524,1063,terrorist groups,,,important,0,terrorist groups in country, in 
2162,8525,1063,country,,,important,0,,
2163,8532,1064,Iran,,,important,0,Iran deal Joint Comprehensive Plan, deal 
2164,8533,1064,Joint Comprehensive Plan,,,important,0,,
2165,8540,1065,Islamist militant group Abu Sayyaf,,,important,0,Islamist militant group Abu Sayyaf is demanding a ransom, is demanding 
2166,8541,1065,a ransom,,,important,0,,
2167,8542,1066,A hijacked EgyptAir flight,,,important,0,A hijacked EgyptAir flight lands in Cyprus,  in 
2168,8543,1066,lands,,,important,0,,
2169,8544,1066,Cyprus,,,important,0,,
2170,8549,1067,Corey Lewandowski campaign manager,,,important,0,Corey Lewandowski campaign manager for US presidential candidate, for 
2171,8550,1067,US presidential candidate,,,important,0,,
2172,8555,1068,Samuel Moreno Rojas former mayor,,,important,0,Samuel Moreno Rojas former mayor jailed for 18 years, jailed for 
2173,8557,1068,18 years,,,important,0,,
2174,8560,1069,El Salvador,,,important,0,El Salvador declares a state of emergency, declares  of 
2175,8561,1069,a state,,,important,0,,
2176,8562,1069,emergency,,,important,0,,
2177,8568,1070,The Millennium Challenge Corporation,,,important,0,The Millennium Challenge Corporation pulls dollar 472m, pulls 
2178,8570,1070,dollar 472m,,,important,0,,
2179,8585,1071,Senate,,,important,0,Senate vote on a bill, vote on 
2180,8586,1071,a bill,,,important,0,,
2181,8590,1072,Candidate Donald Trump,,,important,0,Candidate Donald Trump no longer honor his pledge to support eventual Republican Party, no longer honor his pledge to support 
2182,8592,1072,eventual Republican Party,,,important,0,,
2183,8601,1073,four others,,,important,0,four others wounded in western Venezuelan city, wounded in 
2184,8602,1073,western Venezuelan city,,,important,0,,
2185,8618,1074,an investigation,,,important,0,an investigation by Federal Trade Commission and/or Congress, by 
2186,8619,1074,Federal Trade Commission and/or Congress,,,important,0,,
2187,8620,1075,Blasts and gunfire,,,important,0,Blasts and gunfire reported in Tripoli, reported in 
2188,8621,1075,Tripoli,,,important,0,,
2189,8622,1076,At least seven Central Reserve Police Force CRPF personnel,,,important,0,At least seven Central Reserve Police Force CRPF personnel killed in an IED attack, killed in 
2190,8623,1076,an IED attack,,,important,0,,
2191,8627,1077,Taiwanese electronics company,,,important,0,Taiwanese electronics company agrees to buy 60 percent, agrees to buy 
2192,8629,1077,60 percent,,,important,0,,
2193,8637,1078,an El NiAoinduced water shortage,,,important,0,an El NiAoinduced water shortage reduces reservoirs, reduces 
2194,8638,1078,reservoirs,,,important,0,,
2195,8640,1079,At least nine people,,,important,0,At least nine people injured in severe storms, injured in 
2196,8641,1079,severe storms,,,important,0,,
2197,8664,1080,maternity leave,,,important,0,maternity leave associated with decreased infant mortality, associated with 
2198,8665,1080,decreased infant mortality,,,important,0,,
2199,8678,1081,The US Food and Drug Administration,,,important,0,The US Food and Drug Administration has relaxed its official requirements, has relaxed 
2200,8680,1081,its official requirements,,,important,0,,
2201,8685,1082,Swedish diplomat Raoul wallenberg,,,important,0,Swedish diplomat Raoul wallenberg born in 1912, born in 
2202,8686,1082,1912,,,important,0,,
2203,8694,1083,The Ukrainian parliament votes,,,important,0,The Ukrainian parliament to ban all Russian films, to ban 
2204,8695,1083,all Russian films,,,important,0,,
2205,8707,1084,UK Prime Minister David Cameron,,,important,0,UK Prime Minsiter David Cameron at upcoming Nuclear Security Summit, at upcoming 
2206,8708,1084,Nuclear Security Summit,,,important,0,,
2207,8717,1085,an arrest warrant,,,important,0,an arrest warrant for former Prime Minister Khaleda Zia, for 
2208,8718,1085,former Prime Minister Khaleda Zia,,,important,0,,
2209,8727,1086,some 16500 border patrol agents,,,important,0,some 16500 border patrol agents endroses Donald Trump, endroses 
2210,8728,1086,Donald Trump,,,important,0,,
2211,8733,1087,Naypyidaw htin kyaw,,,important,0,Naypyidaw htin kyaq sworn in by House Speaker Mahn Win Khaing, sworn in by 
2212,8734,1087,House Speaker Mahn Win Khaing,,,important,0,,
2213,8749,1088,Mumtaz Qadri,,,important,0,Mumtaz Qadri opposed Pakistans blasphemy laws, opposed 
2214,8754,1088,Pakistans blasphemy laws,,,important,0,,
2215,8755,1089,The UNbacked Libyan Presidential Council,,,important,0,Thr UNbacked Libyan Presidential Council arrives in Tripoli, arrives in 
2216,8756,1089,Tripoli,,,important,0,,
2217,8763,1090,Two Russian cyclists,,,important,0,Two Russian cyclists positive for meldonium, positive for 
2218,8765,1090,meldonium,,,important,0,,
2219,8766,1091,Threetime Kentucky Derby,,,important,0,Threetime Kentucky Derby winning jockey Calvin Borel, winning 
2220,8767,1091,jockey Calvin Borel,,,important,0,,
2221,8769,1092,Israeli security forces,,,important,0,Israeli security forces arrest sixteen Palestinian suspects, arrest 
2222,8770,1092,sixteen Palestinian suspects,,,important,0,,
2223,8772,1093,A suicide bomber,,,important,0,A suicide bomber in Somalia Puntland region, in 
2224,8773,1093,Somalia Puntland region,,,important,0,,
2225,8784,1094,USled coalition,,,important,0,USled coalition kills Abu alHija, kills 
2226,8785,1094,Abu alHija,,,important,0,,
2227,8790,1095,The US Federal Trade Commission,,,important,0,The US Federal Trade Commission files an antitrust suit, files 
2228,8791,1095,an antitrust suit,,,important,0,,
2229,8800,1096,A consortium,,,important,0,A consortium led by Chinas Anbang Insurance Group, led by 
2230,8801,1096,Chinas Anbang Insurance Group,,,important,0,,
2231,8812,1097,a halfbuilt overpass,,,important,0,a halfbuilt overpass collapses in Indian city, collapses in 
2232,8813,1097,Indian city,,,important,0,,
2233,8830,1098,ISIS extremists,,,important,0,ISIS getting a nuclear weapon, getting 
2234,8831,1098,a nuclear weapon,,,important,0,,
2235,8833,1099,Serbia and nationalist politician Vojislav A eAielj,,,important,0,Serbia and nationalist politician Vojislav A eAielj is acquitted of all nine charges, is acquitted of 
2236,8834,1099,all nine charges,,,important,0,,
2237,8841,1100,The Pentagon plans,,,important,0,The Pentagon plans to tranfer about a dozen inmates, to tranfer about 
2238,8842,1100,a dozen inmates,,,important,0,,
2239,8849,1101,A Malaysian court,,,important,0,A Mlalaysian court dismisses malaysia Airlines bid, dismisses malaysia Airlines bid
2240,8850,1101,malaysia Airliness bid,,,important,0,,
2241,8855,1102,A 37 yearold Virginia State Police trooper,,,important,0,A 37 yearold Virginia State Police trooper killed by a gunmen, killed by 
2242,8858,1102,a gunman,,,important,0,,
2243,8865,1103,Vietnam,,,important,0,Vietnam elects Nguyan Tha Kim nhAn chairwoman, elects 
2244,8866,1103,Nguyan Tha Kim ngAn chairwoman,,,important,0,,
2245,8879,1104,President Jacob Zuma and National Assembly,,,important,0,President Jacob Zuma and National Assembly failed to uphold countrys consitution, failed to uphold 
2246,8880,1104,countrys constitution,,,important,0,,
2247,8885,1105,Another Trump statement South Korea,,,important,0,Another Trump statement South Korea is a money machine, is 
2248,8886,1105,a money machine,,,important,0,,
2249,8902,1106,a 180.9 percent inflation increase,,,important,0,a 180.9 percent inflation increase in 2015, in 
2250,8903,1106,2015,,,important,0,,
2251,8914,1107,Italys Minister,,,important,0,Italys Minister resigns amid allegations, resigns amid 
2252,8916,1107,allegations,,,important,0,,
2253,8925,1108,a 2500 centigrade liquid face,,,important,0,a 2500 centigrade liquid face constantly facing its star cancri, constantly facing 
2254,8926,1108,its star cancri,,,important,0,,
2255,8929,1109,national soccer team players,,,important,0,national soccer team players file federal wage discrimination complaints, file 
2256,8930,1109,federal wage discrimination complaints,,,important,0,,
2257,8944,1110,The Syrian Observatory,,,important,0,The Syrian Observatory have killed at least 30 people, have killed 
2258,8948,1110,at least 30 people,,,important,0,,
2259,8952,1111,fighting,,,important,0,fighting has intensified in Eastern Ukraine, has intensified in 
2260,8953,1111,Eastern Ukraine,,,important,0,,
2261,8956,1112,A US drone strike,,,important,0,A US drone kills a key AlShabaab leader, kills 
2262,8957,1112,a key AlShabaab leader,,,important,0,,
2263,8965,1113,seven people,,,important,0,seven people injured as tornadoes sweep, injured as 
2264,8966,1113,tornadoes sweep,,,important,0,,
2265,8970,1114,Health authorities,,,important,0,Health authorities in Fiji, in 
2266,8971,1114,Fiji,,,important,0,,
2267,8984,1115,NorthKorea,,,important,0,Northkorea fires another ballistic missile, fires 
2268,8985,1115,another ballistic missile,,,important,0,,
2269,9001,1116,Captains Regents,,,important,0,Captains Regents of San Marino, of 
2270,9002,1116,San Marino,,,important,0,,
2271,9006,1117,a Presidential election,,,important,0,a Presidential election on October 30th, on 
2272,9007,1117,October 30th,,,important,0,,
2273,9026,1118,third successive day,,,important,0,third successive day after an escalation, after 
2274,9027,1118,an escalation,,,important,0,,
2275,9045,1119,beheaded women and children,,,important,0,beheaded women and children has been found in Palmyra, has been found in 
2276,9047,1119,Palmyra,,,important,0,,
2277,9050,1120,an attack,,,important,0,an attack on Bayda oil field, on 
2278,9051,1120,Bayda oil field,,,important,0,,
2279,9054,1121,Iraqi security forces,,,important,0,Iraqi security forces free prisoners, free 
2280,9056,1121,prisoners,,,important,0,,
2281,9070,1122,A bombing,,,important,0,A bombing kills at least five Turkish soliders, kills 
2282,9071,1122,at least five Turkish soldiers,,,important,0,,
2283,9078,1123,a probable Viking settlement,,,important,0,a probable viking settlement in North America, in 
2284,9079,1123,North America,,,important,0,,
2285,9081,1124,American pornographic actress Amber Rayne,,,important,0,American pornographic actress Amber Rayne dies at 31, dies at 
2286,9082,1124,age,,,important,0,,
2287,9083,1124,31,,,important,0,,
2288,9084,1125,Hong Kong terrestrial television provider Asia Television,,,important,0,Hong Kong terrestrial television provider Asia Television ceases all broadcasts, ceases 
2289,9085,1125,all broadcasts,,,important,0,,
2290,9092,1126,a Lancair IV plane crashes,,,important,0,a Lancair IV plane crashes into a car, into 
2291,9093,1126,a car,,,important,0,,
2292,9102,1127,Austria,,,important,0,Austria plans to deploy soliders, plans to deploy 
2293,9103,1127,soldiers,,,important,0,,
2294,9110,1128,The UN Security Council,,,important,0,The UN Security Council adopts a resolution setting stage, adopts 
2295,9111,1128,a resolution setting stage,,,important,0,,
2296,9129,1129,The US Air Force,,,important,0,The US Air Force sends twelve F15C, sends 
2297,9130,1129,twelve F15C,,,important,0,,
2298,9140,1130,IMF,,,important,0,IMF may threaten to pill out of countrys bailout, may threaten to pill out of 
2299,9141,1130,countrys bailout,,,important,0,,
2300,9149,1131,Donald Trump,,,important,0,Donald Trump get state electoral votes, get 
2301,9150,1131,state electoral votes,,,important,0,,
2302,9153,1132,Trasn Aaii Quang,,,important,0,Trasn Aaii Quang sworn in as President , sworn in as  
2303,9154,1132,President,,,important,0,,
2304,9156,1133,The Saudiowned news channel Al Arabiya,,,important,0,The Saudiowned news channel AI Arabiya shuts its offices, shuts 
2305,9157,1133,its offices,,,important,0,,
2306,9164,1134,Police,,,important,0,Police in Brussels Belgium, in 
2307,9165,1134,Brussels Belgium,,,important,0,,
2308,9181,1135,Spanish figure skater Javier FernAindez,,,important,0,Spanish figure skater Javier FernAindez defends his world title, defends 
2309,9182,1135,his world title,,,important,0,,
2310,9188,1136,Boston Celtics,,,important,0,Boston Celtics defeat Golden State warriors, defeat 
2311,9189,1136,Golden State warriors,,,important,0,,
2312,9196,1137,national college basketball tournament semifinals,,,important,0,national college basketball tournament semifinals in Houstons NRG Stadium Villanova, in 
2313,9197,1137,Houstons NRG Stadium Villanova,,,important,0,,
2314,9208,1138,Azerbaijan,,,important,0,Azerbaijan calls a unilateral ceasefire, calls 
2315,9209,1138,a unilateral ceasefire,,,important,0,,
2316,9218,1139,The Syrian Army,,,important,0,The Syrian Army retakes control of alQaryatayn Homs Governorate, retakes  of 
2317,9219,1139,control,,,important,0,,
2318,9220,1139,alQaryatayn Homs Governorate,,,important,0,,
2319,9222,1140,Four Sarawakian Malaysians,,,important,0,Four Sarawakian Malaysians kidnapped off coast of Sabah, kidnapped off  of 
2320,9223,1140,coast,,,important,0,,
2321,9224,1140,Sabah,,,important,0,,
2322,9231,1141,a drone attack,,,important,0,a drone attack killed rocket expert Jasim Khadijah, killed 
2323,9232,1141,rocket expert Jasim Khadijah,,,important,0,,
2324,9239,1142,a grenade and fires shots,,,important,0,a grenade and fire shots outside a sports hall, outside 
2325,9240,1142,a sports hall,,,important,0,,
2326,9256,1143,Brussels Zaventem International Airport,,,important,0,Brussels Zaventem International Airport will reopen with three symbolic flights, will reopen with 
2327,9257,1143,three symbolic flights,,,important,0,,
2328,9274,1144,52 percent,,,important,0,52 percent infected with malicious software, infected with 
2329,9275,1144,malicious software,,,important,0,,
2330,9284,1145,heavy rains and flash floods,,,important,0,heavy rains and flash floods in northwestern Pakistani province, in 
2331,9285,1145,northwestern Pakistani province,,,important,0,,
2332,9287,1146,A 6.9 magnitude earthquake,,,important,0,A 6.9 magnitude earthquake occurs off Vanuatu, occurs off 
2333,9289,1146,Vanuatu,,,important,0,,
2334,9293,1147,a US Amtrak passenger train,,,important,0,a US Amtrak passenger train on Palmetto route, on 
2335,9294,1147,Palmetto route,,,important,0,,
2336,9309,1148,a collision,,,important,0,a collision between two trains, between 
2337,9310,1148,two trains,,,important,0,,
2338,9320,1149,King Salman,,,important,0,King Salman sign five agreements, sign 
2339,9321,1149,five agreements,,,important,0,,
2340,9324,1150,A Japanese Navy submarine,,,important,0,A Japanese Navy submarine makes a port call in Philippines, makes  in 
2341,9325,1150,a port call,,,important,0,,
2342,9326,1150,Philippines,,,important,0,,
2343,9340,1151,Guillaume Pepy Frances national railway company president,,,important,0,Guillaume Pepy Frances national railway company president announces armed train marshals, announces 
2344,9341,1151,armed train marshals,,,important,0,,
2345,9351,1152,Zuma,,,important,0,Zuma facing mounting pressure, facing 
2346,9352,1152,mounting pressure,,,important,0,,
2347,9359,1153,a protest,,,important,0,a protest in MalAc Maldives, in 
2348,9360,1153,MalAc Maldives,,,important,0,,
